ID,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud
7818,TRANSFER,3721.37,C6267871,7036.37,3315,C1991252420,5266.83,8988.2,0,0
7819,TRANSFER,10593.24,C589143360,13910.16,3316.92,C1992550266,13033.9,23627.14,0,0
7820,TRANSFER,14823.11,C655162083,49461.31,34638.2,C936053020,5639.47,20462.58,0,0
7821,TRANSFER,12539,C1116730904,7885.65,-4653.35,M1939112405,12713.09,25252.09,0,0
7822,TRANSFER,4931.82,C1608633989,28722.76,23790.94,M1615617512,8756.57,13688.39,0,0
7823,TRANSFER,17525.88,C465764070,27890.56,10364.68,C1929097404,18568.69,36094.57,0,0
7824,TRANSFER,5397.67,C1544895390,42770.9,37373.23,M712410791,1349.18,6746.85,0,0
7825,TRANSFER,2838.09,C395257482,31343.37,28505.28,C1032986144,9415.73,12253.82,0,0
7826,TRANSFER,4465.68,C933605506,43633.75,39168.07,C549221039,29858.61,34324.29,0,0
7827,TRANSFER,7054.57,C719203912,33948.86,26894.29,M1517556400,10278.04,17332.61,0,0
7828,TRANSFER,14314.85,C1985938863,33531.1,19216.25,C1291286504,2831.74,17146.59,0,0
7829,TRANSFER,13091.07,C719319043,7837.11,-5253.96,M565539956,24062.83,37153.9,0,0
7830,TRANSFER,12613.6,C2022075442,29912.63,17299.03,C152213122,20010.58,32624.18,0,0
7831,TRANSFER,5957.82,C1437107223,14221.85,8264.03,M413990536,12806.52,18764.34,0,0
7832,TRANSFER,7054.57,C1110698130,33948.86,26894.29,M125644421,10278.04,17332.61,0,0
7833,TRANSFER,11788.74,C1317375498,40064.39,28275.65,C665576141,12977.6,24766.34,0,0
7834,TRANSFER,1562.97,C1748519257,12891.21,11328.24,C2056524531,24368.37,25931.34,0,0
7835,TRANSFER,1046.92,C440736059,7737.15,6690.23,M955324150,22198.16,23245.08,0,0
7836,TRANSFER,5652.92,C1317375498,33035.03,27382.11,C665576141,13897.53,19550.45,0,0
7837,TRANSFER,3264.39,C1113562010,11934.99,8670.6,C1818219086,12166.26,15430.65,0,0
7838,TRANSFER,15722.77,C1961506277,34819.08,19096.31,C378841819,9759.36,25482.13,0,0
7839,TRANSFER,11539.18,C1544614339,5183.39,-6355.79,C1297685781,23863.72,35402.9,0,0
7840,TRANSFER,16082.8,C691662595,49252.83,33170.03,C2109236648,3465.52,19548.32,0,0
7841,TRANSFER,7041.87,C593624423,47766.54,40724.67,C970612443,19946.75,26988.62,0,0
7842,TRANSFER,2125.69,C1492875057,45677.33,43551.64,M333793193,8967.34,11093.03,0,0
7843,TRANSFER,7264.76,C1087133093,16536.34,9271.58,C1855553543,20396.16,27660.92,0,0
7844,TRANSFER,19774.65,C1839206329,44546.32,24771.67,C998351292,514.19,20288.84,0,0
7845,TRANSFER,12447.54,C1948170486,31559.66,19112.12,M30534557,14375.06,26822.6,0,0
7846,TRANSFER,4079.64,C1561535094,34177.22,30097.58,C1182908789,13355.38,17435.02,0,0
7847,TRANSFER,3783.64,C973130159,38945.17,35161.53,M298885726,22853.59,26637.23,0,0
7848,TRANSFER,1003.8,C1317375498,45180.33,44176.53,C665576141,29382.32,30386.12,0,0
7849,TRANSFER,12758.3,C601144214,45376.11,32617.81,C1325349830,6890.72,19649.02,0,0
7850,TRANSFER,11428.68,C1787106718,6109.12,-5319.56,M419297641,5794.41,17223.09,0,0
7851,TRANSFER,11907.09,C903383636,43428.61,31521.52,C904300960,11371.46,23278.55,0,0
7852,TRANSFER,11921.2,C2013061394,35163.72,23242.52,M1203187873,18786.77,30707.97,0,0
7853,TRANSFER,3163.35,C3565780,6174.37,3011.02,M473666452,29856.54,33019.89,0,0
7854,TRANSFER,7745.2,C1527152775,30750.63,23005.43,C747464370,19363.01,27108.21,0,0
7855,TRANSFER,19445.88,C674350340,23224.97,3779.09,M1687022901,22255.52,41701.4,0,0
7856,TRANSFER,1475.75,C772590024,27814.75,26339,M787544355,13887.62,15363.37,0,0
7857,TRANSFER,2323.01,C1217261482,43830.69,41507.68,M1104722095,1548.2,3871.21,0,0
7858,TRANSFER,15802.71,C460206830,31076.87,15274.16,M2039317063,28276.42,44079.13,0,0
7859,TRANSFER,5919.36,C777407608,47855.53,41936.17,C1790657739,22979.78,28899.14,0,0
7860,TRANSFER,13232.23,C1254084885,7794.49,-5437.74,C372374036,5273.5,18505.73,0,0
7861,TRANSFER,3183.95,C1972702352,29464.99,26281.04,C9108707,14496.64,17680.59,0,0
7862,TRANSFER,4283.22,C924656052,38481.35,34198.13,C1640583562,17334.02,21617.24,0,0
7863,TRANSFER,14314.85,C399373008,33531.1,19216.25,M391506011,2831.74,17146.59,0,0
7864,TRANSFER,3863.77,C452475723,35049.53,31185.76,C2089016471,272.89,4136.66,0,0
7865,TRANSFER,8254.12,C635268041,22258.79,14004.67,M355185134,28514.89,36769.01,0,0
7866,TRANSFER,10708.89,C655162083,48953.4,38244.51,C936053020,25215.75,35924.64,0,0
7867,TRANSFER,4471.87,C855700733,17023.62,12551.75,C392292416,17405.89,21877.76,0,0
7868,TRANSFER,14607.92,C469972470,5213.82,-9394.1,C1476213591,22184.25,36792.17,0,0
7869,TRANSFER,16736.09,C481501970,33540.32,16804.23,C1262577882,3106.94,19843.03,0,0
7870,TRANSFER,15918.86,C1454717953,43271.79,27352.93,C1052117080,23133.61,39052.47,0,0
7871,TRANSFER,18806.63,C1464177809,22774.72,3968.09,C1170794006,2028.73,20835.36,0,0
7872,TRANSFER,11866.77,C786114805,29021.91,17155.14,C1666314150,14513.76,26380.53,0,0
7873,TRANSFER,12408.77,C858240377,27693.31,15284.54,C1514087105,23956.39,36365.16,0,0
7874,TRANSFER,4347.43,C666654362,41501.97,37154.54,C1726301214,19842.71,24190.14,0,0
7875,TRANSFER,13058.33,C183032523,36044.61,22986.28,M1956218490,4820.2,17878.53,0,0
7876,TRANSFER,4554.57,C1329387249,45976.21,41421.64,C1804883318,3839.73,8394.3,0,0
7877,TRANSFER,2467.58,C2141081678,38783.29,36315.71,C1526844109,3012.02,5479.6,0,0
7878,TRANSFER,11462.14,C785306763,47323.26,35861.12,M1204088028,9472.97,20935.11,0,0
7879,TRANSFER,7041.87,C44058348,47766.54,40724.67,C277595172,19946.75,26988.62,0,0
7880,TRANSFER,6397.19,C1287964676,19796.73,13399.54,C1919269232,25928.99,32326.18,0,0
7881,TRANSFER,7516,C693427358,46015.27,38499.27,C1101441872,25306.59,32822.59,0,0
7882,TRANSFER,9254.6,C1672822404,45907.28,36652.68,C1909786419,22615.87,31870.47,0,0
7883,TRANSFER,14372.74,C1164481922,22727.27,8354.53,M121483686,10299.69,24672.43,0,0
7884,TRANSFER,3276.81,C832292933,11202.58,7925.77,M1280603381,630.16,3906.97,0,0
7885,TRANSFER,2691.33,C1310550812,41885.18,39193.85,M612371103,13851.84,16543.17,0,0
7886,TRANSFER,14367.42,C472991420,26500.75,12133.33,M1455855843,15757.99,30125.41,0,0
7887,TRANSFER,15265.07,C689525701,9789.84,-5475.23,C914293025,19379.98,34645.05,0,0
7888,TRANSFER,9964.16,C756892702,23792.61,13828.45,C988138425,13407.23,23371.39,0,0
7889,TRANSFER,10970.75,C1110698130,32304.54,21333.79,M125644421,1986.57,12957.32,0,0
7890,TRANSFER,7877.48,C1895575384,33865.57,25988.09,C699539366,22450.09,30327.57,0,0
7891,TRANSFER,3264.39,C1473405499,11934.99,8670.6,C1753128715,12166.26,15430.65,0,0
7892,TRANSFER,1977.38,C753103112,6940.91,4963.53,M600527744,3180.62,5158,0,0
7893,TRANSFER,8113.97,C992743048,30491.24,22377.27,C1749186397,28332.73,36446.7,0,0
7894,TRANSFER,2965.55,C2071839596,44903.19,41937.64,M1115442404,18227.58,21193.13,0,0
7895,TRANSFER,1504.48,C2103763750,27596.41,26091.93,M335107734,8146.93,9651.41,0,0
7896,TRANSFER,19201.48,C2026325575,33194.03,13992.55,C1394526584,26216.34,45417.82,0,0
7897,TRANSFER,6818.47,C1568400442,33418.58,26600.11,C1262169546,15103.15,21921.62,0,0
7898,TRANSFER,10093.71,C1761756714,37009.36,26915.65,C1908560335,4268.45,14362.16,0,0
7899,TRANSFER,10143.91,C1880005690,44067.96,33924.05,C1510405270,7630.13,17774.04,0,0
7900,TRANSFER,9750.08,C1058708051,40813.51,31063.43,M480498267,13205.07,22955.15,0,0
7901,TRANSFER,6680.85,C249569791,35558.95,28878.1,C1671386208,6530.88,13211.73,0,0
7902,TRANSFER,13767.82,C1279740095,9387.8,-4380.02,C1750905143,14611.71,28379.53,0,0
7903,TRANSFER,7685.88,C760402008,18140.33,10454.45,M1705386364,16875.35,24561.23,0,0
7904,TRANSFER,10740.95,C425015667,42837.58,32096.63,C466505482,12985.33,23726.28,0,0
7905,TRANSFER,10143.91,C115527685,44067.96,33924.05,C1395314941,7630.13,17774.04,0,0
7906,TRANSFER,6190.86,C461394559,20963.36,14772.5,C603111387,15464.71,21655.57,0,0
7907,TRANSFER,15722.77,C711197015,34819.08,19096.31,M1384454980,9759.36,25482.13,0,0
7908,TRANSFER,3063.59,C950841248,11310.74,8247.15,C1196694338,5843.05,8906.64,0,0
7909,TRANSFER,2323.01,C594651850,43830.69,41507.68,C75457651,1548.2,3871.21,0,0
7910,TRANSFER,10043.98,C1864233373,32072.05,22028.07,M969850329,20211.88,30255.86,0,0
7911,TRANSFER,12594.61,C1974622245,29224.93,16630.32,C240650537,13183.8,25778.41,0,0
7912,TRANSFER,2838.09,C74534388,31343.37,28505.28,C1748042844,9415.73,12253.82,0,0
7913,TRANSFER,2096.32,C1521047321,6539.89,4443.57,M889082201,3804.42,5900.74,0,0
7914,TRANSFER,3846.74,C1583767883,13414.58,9567.84,C631524784,5796.99,9643.73,0,0
7915,TRANSFER,10093.71,C2102265902,37009.36,26915.65,C789014007,4268.45,14362.16,0,0
7916,TRANSFER,3786.98,C2080312929,32320.96,28533.98,M210910735,11993.92,15780.9,0,0
7917,TRANSFER,13267.11,C106297322,32507.02,19239.91,C1590550415,7732.95,21000.06,0,0
7918,TRANSFER,5158.62,C383882703,25088.95,19930.33,C1807010830,16370.18,21528.8,0,0
7919,TRANSFER,3995.57,C2007599722,20658.13,16662.56,C1590550415,2743.77,6739.34,0,0
7920,TRANSFER,6185.82,C156374012,42312.93,36127.11,C400265383,8526.39,14712.21,0,0
7921,TRANSFER,15621.09,C1685051113,49342.31,33721.22,C449587089,9888.16,25509.25,0,0
7922,TRANSFER,10740.95,C1638409458,42837.58,32096.63,C1588635270,12985.33,23726.28,0,0
7923,TRANSFER,12067.71,C2123222442,48785.77,36718.06,C451111351,6242.32,18310.03,0,0
7924,TRANSFER,11953.38,C7162498,46937.42,34984.04,C945327594,16645.66,28599.04,0,0
7925,TRANSFER,8607.04,C795748540,37510.44,28903.4,M2081000371,8249.8,16856.84,0,0
7926,TRANSFER,13219.48,C1649957836,30936.95,17717.47,C1906492932,849.25,14068.73,0,0
7927,TRANSFER,10093.71,C307525245,37009.36,26915.65,C1815852694,4268.45,14362.16,0,0
7928,TRANSFER,3812.41,C146874094,37270,33457.59,C1297685781,20336.64,24149.05,0,0
7929,TRANSFER,1107.03,C1673037258,22677.75,21570.72,C111874449,10816.81,11923.84,0,0
7930,TRANSFER,11834.32,C1385018919,46782.19,34947.87,C403649458,28825.08,40659.4,0,0
7931,TRANSFER,1862.79,C1141113940,23169.71,21306.92,C240650537,544.45,2407.24,0,0
7932,TRANSFER,3264.39,C2036775591,11934.99,8670.6,C757108857,12166.26,15430.65,0,0
7933,TRANSFER,4113.74,C203149502,47373.82,43260.08,C1531333864,7945.87,12059.61,0,0
7934,TRANSFER,3995.57,C1499825229,20658.13,16662.56,C2100440237,2743.77,6739.34,0,0
7935,TRANSFER,15918.86,C1121789613,43271.79,27352.93,C254839817,23133.61,39052.47,0,0
7936,TRANSFER,16112.06,C1527152775,43730.81,27618.75,C747464370,24409.88,40521.94,0,0
7937,TRANSFER,7829.93,C777726445,40979.88,33149.95,C1552605489,24226.39,32056.32,0,0
7938,TRANSFER,9223,C1023621911,11781.66,2558.66,M1937519071,27875.43,37098.43,0,0
7939,TRANSFER,19774.65,C1930903395,44546.32,24771.67,M1431710377,514.19,20288.84,0,0
7940,TRANSFER,3254.92,C1410544852,25456.6,22201.68,M1312447505,19581.04,22835.96,0,0
7941,TRANSFER,3896.7,C1800649922,40937.34,37040.64,C824009085,13516.99,17413.69,0,0
7942,TRANSFER,9670.4,C1759411207,41444.23,31773.83,M25064932,6299.15,15969.55,0,0
7943,TRANSFER,16995.73,C777407608,6763.48,-10232.25,C1790657739,17214.46,34210.19,0,0
7944,TRANSFER,3752.85,C278339251,36575.6,32822.75,C868288978,13267.66,17020.51,0,0
7945,TRANSFER,13854.58,C772598275,26760.89,12906.31,C1360767589,24029.44,37884.02,0,0
7946,TRANSFER,16260.41,C2128613151,10504.23,-5756.18,C1712201351,19067,35327.41,0,0
7947,TRANSFER,4237.96,C1470911015,20616.42,16378.46,M1268974304,18104.21,22342.17,0,0
7948,TRANSFER,14366.14,C1454026445,38773.74,24407.6,M1378497201,23039.44,37405.58,0,0
7949,TRANSFER,7252.94,C1892531272,26494.46,19241.52,M1554230408,15142.22,22395.16,0,0
7950,TRANSFER,13183.6,C531099681,46603.04,33419.44,C1297804967,17878.76,31062.36,0,0
7951,TRANSFER,8461.63,C1240969391,17166.64,8705.01,C534252259,4489.78,12951.41,0,0
7952,TRANSFER,10105.32,C502398860,24333.5,14228.18,C1500415712,26076.6,36181.92,0,0
7953,TRANSFER,8942.73,C973936431,31180.81,22238.08,C1335050193,26770.23,35712.96,0,0
7954,TRANSFER,13663.83,C1890266440,31463.83,17800,C1297685781,11522.26,25186.09,0,0
7955,TRANSFER,7840.95,C788790720,28342.36,20501.41,C1589547066,21812.29,29653.24,0,0
7956,TRANSFER,11539.18,C1499032143,5183.39,-6355.79,C1508330669,23863.72,35402.9,0,0
7957,TRANSFER,5856.89,C487246735,30356.94,24500.05,C1883840933,24495.04,30351.93,0,0
7958,TRANSFER,11866.77,C1574873161,29021.91,17155.14,M1591916281,14513.76,26380.53,0,0
7959,TRANSFER,19276.36,C332365138,26027.59,6751.23,C392292416,10329.06,29605.42,0,0
7960,TRANSFER,15214.64,C215078753,37703.18,22488.54,M1757317128,24610.11,39824.75,0,0
7961,TRANSFER,2457.34,C430251781,14632.28,12174.94,C1084100201,18261.12,20718.46,0,0
7962,TRANSFER,1117.07,C1089930529,19731.69,18614.62,M2001115307,11133.01,12250.08,0,0
7963,TRANSFER,10248.3,C1470868839,23675.98,13427.68,M1426725223,10154.32,20402.62,0,0
7964,TRANSFER,11953.38,C308038083,46937.42,34984.04,M768741694,16645.66,28599.04,0,0
7965,TRANSFER,18722.64,C185047312,40235.22,21512.58,M29974062,1091.83,19814.47,0,0
7966,TRANSFER,17474.35,C2007599722,20788.26,3313.91,C1590550415,15925.04,33399.39,0,0
7967,TRANSFER,11428.68,C558400671,6109.12,-5319.56,C527482085,5794.41,17223.09,0,0
7968,TRANSFER,10998.98,C1088417975,22417.21,11418.23,C401424608,20225.02,31224,0,0
7969,TRANSFER,2323.01,C919580839,43830.69,41507.68,C1674899618,1548.2,3871.21,0,0
7970,TRANSFER,15239.79,C1110698130,8574.02,-6665.77,M125644421,20620.82,35860.61,0,0
7971,TRANSFER,4465.68,C1509934246,43633.75,39168.07,C450960851,29858.61,34324.29,0,0
7972,TRANSFER,6885.39,C823943990,47754.94,40869.55,C1085479446,15954.16,22839.55,0,0
7973,TRANSFER,16860.61,C20814048,26580.79,9720.18,M7092513,5564.64,22425.25,0,0
7974,TRANSFER,14372.74,C215078753,22727.27,8354.53,M1757317128,10299.69,24672.43,0,0
7975,TRANSFER,5856.89,C711197015,30356.94,24500.05,M1384454980,24495.04,30351.93,0,0
7976,TRANSFER,3052.22,C553759818,7477.46,4425.24,C75457651,19420.03,22472.25,0,0
7977,TRANSFER,10541.63,C1129433283,43144.34,32602.71,M864138492,13869.12,24410.75,0,0
7978,TRANSFER,3161.29,C3558562,42653.08,39491.79,C1010765614,7512.95,10674.24,0,0
7979,TRANSFER,9620.29,C942771559,29077.88,19457.59,M989251186,22183.23,31803.52,0,0
7980,TRANSFER,4719.64,C795748540,39858.69,35139.05,M2081000371,8555.88,13275.52,0,0
7981,TRANSFER,19237.65,C840514538,27514.7,8277.05,M1804441305,7803.84,27041.49,0,0
7982,TRANSFER,16260.41,C954667430,10504.23,-5756.18,C194746285,19067,35327.41,0,0
7983,TRANSFER,18799.65,C467632528,25406.99,6607.34,C716083600,6438.34,25237.99,0,0
7984,TRANSFER,6312.66,C378270064,28453.09,22140.43,M1837244843,19443.7,25756.36,0,0
7985,TRANSFER,12406.12,C485320006,17910.2,5504.08,C241766459,3238.39,15644.51,0,0
7986,TRANSFER,19675.51,C1057507014,11468.38,-8207.13,C1590550415,18788.12,38463.63,0,0
7987,TRANSFER,5622.86,C207229923,12323.24,6700.38,C898862917,134.62,5757.48,0,0
7988,TRANSFER,3658.7,C1544078442,20428.21,16769.51,M1291367132,14714.76,18373.46,0,0
7989,TRANSFER,16659.35,C1674522190,35439.42,18780.07,M1812247390,3677.7,20337.05,0,0
7990,TRANSFER,5445.41,C497307597,18653.84,13208.43,C1905079199,20264.75,25710.16,0,0
7991,TRANSFER,19504.47,C2102265902,43390.29,23885.82,C789014007,26761.57,46266.04,0,0
7992,TRANSFER,10541.63,C224979082,43144.34,32602.71,C1435884329,13869.12,24410.75,0,0
7993,TRANSFER,12716.61,C425015667,9690.6,-3026.01,C466505482,5415.03,18131.64,0,0
7994,TRANSFER,16574.09,C452364286,14004.26,-2569.83,C985934102,8024.5,24598.59,0,0
7995,TRANSFER,7142.03,C295621354,47878.56,40736.53,M1025620981,20744.31,27886.34,0,0
7996,TRANSFER,12683.99,C248551931,18373.59,5689.6,M1324732602,10350.43,23034.42,0,0
7997,TRANSFER,3911.24,C1193608687,25998.92,22087.68,M530611995,18834.76,22746,0,0
7998,TRANSFER,4965.96,C50503805,13192.67,8226.71,C747464370,19925.96,24891.92,0,0
7999,TRANSFER,10268.16,C1262110193,27539.46,17271.3,C1789550256,16129.75,26397.91,0,0
8000,TRANSFER,9894.44,C476579021,29944.36,20049.92,C1590550415,7005.3,16899.74,0,0
8001,TRANSFER,15005.78,C2025014909,46727.96,31722.18,C1551945522,24058.55,39064.33,0,0
8002,TRANSFER,8139.79,C137875016,38047.57,29907.78,C1104197405,29936.81,38076.6,0,0
8003,TRANSFER,7742.15,C369828831,48026.32,40284.17,M1789338952,5368.08,13110.23,0,0
8004,TRANSFER,2323.01,C1014908831,43830.69,41507.68,C31789747,1548.2,3871.21,0,0
8005,TRANSFER,1311.86,C1075474313,34848.72,33536.86,M1477115440,4315.39,5627.25,0,0
8006,TRANSFER,10883.19,C1275626728,40202.04,29318.85,C1850180796,27784.17,38667.36,0,0
8007,TRANSFER,4113.74,C50058398,47373.82,43260.08,C175902979,7945.87,12059.61,0,0
8008,TRANSFER,6815.87,C2137351070,22005.8,15189.93,C1251686742,169.08,6984.95,0,0
8009,TRANSFER,5957.82,C155480832,14221.85,8264.03,M1544952096,12806.52,18764.34,0,0
8010,TRANSFER,4237.84,C140702728,41870.73,37632.89,C634210724,23354.47,27592.31,0,0
8011,TRANSFER,3276.81,C1312544421,11202.58,7925.77,M1689765522,630.16,3906.97,0,0
8012,TRANSFER,7986.35,C186129040,20414.41,12428.06,M240493471,5641.86,13628.21,0,0
8013,TRANSFER,7677.39,C79161706,45643.61,37966.22,M1685407532,28751.61,36429,0,0
8014,TRANSFER,8124.25,C273154735,29857.07,21732.82,C148665287,1636.58,9760.83,0,0
8015,TRANSFER,11863.6,C58527359,42128.74,30265.14,C582901057,7173.25,19036.85,0,0
8016,TRANSFER,13549.07,C359903708,31707.55,18158.48,C526035976,5584.52,19133.59,0,0
8017,TRANSFER,11409.24,C1337631860,44472.38,33063.14,C1892646174,3737.23,15146.47,0,0
8018,TRANSFER,9563.06,C452364286,5292.11,-4270.95,C985934102,20200.59,29763.65,0,0
8019,TRANSFER,8461.63,C201677908,17166.64,8705.01,C451111351,4489.78,12951.41,0,0
8020,TRANSFER,7877.48,C383717053,33865.57,25988.09,C380242442,22450.09,30327.57,0,0
8021,TRANSFER,18567.61,C670587931,39274.01,20706.4,C150406565,1786.27,20353.88,0,0
8022,TRANSFER,7809.29,C188117524,14445.17,6635.88,C394297181,25488.73,33298.02,0,0
8023,TRANSFER,17386.44,C975033189,30522.39,13135.95,M962287291,15418.92,32805.36,0,0
8024,TRANSFER,14366.14,C25936709,38773.74,24407.6,C885951223,23039.44,37405.58,0,0
8025,TRANSFER,12982.92,C589143360,48905.57,35922.65,C1992550266,27737.69,40720.61,0,0
8026,TRANSFER,17996.31,C1198040187,49540.62,31544.31,C1828047633,25572.39,43568.7,0,0
8027,TRANSFER,12524.65,C191945292,45828.01,33303.36,M1242688388,12784.18,25308.83,0,0
8028,TRANSFER,4407.07,C476579021,19132.59,14725.52,C1590550415,2709.59,7116.66,0,0
8029,TRANSFER,5212.61,C1746570062,29801.12,24588.51,M1555990397,15176.06,20388.67,0,0
8030,TRANSFER,4237.84,C998858495,41870.73,37632.89,C1844144580,23354.47,27592.31,0,0
8031,TRANSFER,11845.02,C1927963027,22566.54,10721.52,C1234776885,6178.8,18023.82,0,0
8032,TRANSFER,10708.89,C1510869115,48953.4,38244.51,C984127681,25215.75,35924.64,0,0
8033,TRANSFER,10209.77,C238748521,22389.66,12179.89,C1782113663,6897.94,17107.71,0,0
8034,TRANSFER,16009.76,C58527359,24295.73,8285.97,C582901057,9630.44,25640.2,0,0
8035,TRANSFER,8559.26,C1209303808,36197.91,27638.65,C1787868648,25293.14,33852.4,0,0
8036,TRANSFER,17781.47,C1635772897,38343.33,20561.86,C1983025922,9409.27,27190.74,0,0
8037,TRANSFER,7490.38,C1050679063,36455.72,28965.34,M997599858,22221.42,29711.8,0,0
8038,TRANSFER,13674.49,C1310550812,49359.03,35684.54,M612371103,17444.3,31118.79,0,0
8039,TRANSFER,4656.84,C1756207614,24129.15,19472.31,M1214133948,15867.75,20524.59,0,0
8040,TRANSFER,3264.39,C725548686,11934.99,8670.6,C1602866718,12166.26,15430.65,0,0
8041,TRANSFER,3869.78,C1825456600,16861.36,12991.58,C570409417,2488.18,6357.96,0,0
8042,TRANSFER,3752.85,C140702728,36575.6,32822.75,C634210724,13267.66,17020.51,0,0
8043,TRANSFER,16260.41,C1057507014,10504.23,-5756.18,C1590550415,19067,35327.41,0,0
8044,TRANSFER,18526.82,C620965670,28084.32,9557.5,C2053592287,10910.73,29437.55,0,0
8045,TRANSFER,19675.51,C422866741,11468.38,-8207.13,C2057267258,18788.12,38463.63,0,0
8046,TRANSFER,5652.92,C2076299193,33035.03,27382.11,M1057166952,13897.53,19550.45,0,0
8047,TRANSFER,16757.97,C228419917,40062.97,23305,M1947634405,20826.21,37584.18,0,0
8048,TRANSFER,9453.36,C1547714604,26846.22,17392.86,C7881234,16281.25,25734.61,0,0
8049,TRANSFER,15245.75,C1470868839,5531.49,-9714.26,M1426725223,27264.69,42510.44,0,0
8050,TRANSFER,12716.61,C667295143,9690.6,-3026.01,M2011281340,5415.03,18131.64,0,0
8051,TRANSFER,11572.1,C1410367298,12849.1,1277,C824208363,6292.76,17864.86,0,0
8052,TRANSFER,6312.66,C1203236007,28453.09,22140.43,C1258547769,19443.7,25756.36,0,0
8053,TRANSFER,2436.2,C1091957802,39661.43,37225.23,C1448947115,24541.85,26978.05,0,0
8054,TRANSFER,2691.33,C2120850956,41885.18,39193.85,M1102803206,13851.84,16543.17,0,0
8055,TRANSFER,7745.2,C27378693,30750.63,23005.43,C2070626006,19363.01,27108.21,0,0
8056,TRANSFER,8642.13,C1088417975,45254.42,36612.29,C401424608,29009.58,37651.71,0,0
8057,TRANSFER,12788.69,C1223534097,27971.16,15182.47,C1021623816,19111.77,31900.46,0,0
8058,TRANSFER,17474.35,C892931811,20788.26,3313.91,M1577167234,15925.04,33399.39,0,0
8059,TRANSFER,7856.49,C1215520619,32150.88,24294.39,M1007063981,26288.41,34144.9,0,0
8060,TRANSFER,8254.12,C1102777790,22258.79,14004.67,C1314618182,28514.89,36769.01,0,0
8061,TRANSFER,8139.79,C307525245,38047.57,29907.78,C1815852694,29936.81,38076.6,0,0
8062,TRANSFER,1107.03,C1317375498,22677.75,21570.72,C665576141,10816.81,11923.84,0,0
8063,TRANSFER,15361.16,C1373856980,9802.93,-5558.23,M747495273,11712.92,27074.08,0,0
8064,TRANSFER,12683.99,C1761217448,18373.59,5689.6,M1817789863,10350.43,23034.42,0,0
8065,TRANSFER,16639.61,C255873248,47010.46,30370.85,M1503595661,27620.29,44259.9,0,0
8066,TRANSFER,4465.68,C584782582,43633.75,39168.07,M1759937900,29858.61,34324.29,0,0
8067,TRANSFER,3863.77,C2102265902,35049.53,31185.76,C789014007,272.89,4136.66,0,0
8068,TRANSFER,7252.94,C191945292,26494.46,19241.52,M1242688388,15142.22,22395.16,0,0
8069,TRANSFER,15802.71,C489647033,31076.87,15274.16,C571514738,28276.42,44079.13,0,0
8070,TRANSFER,12498.69,C455888635,42703.33,30204.64,M204805934,5686.11,18184.8,0,0
8071,TRANSFER,8642.13,C841535366,45254.42,36612.29,C1749186397,29009.58,37651.71,0,0
8072,TRANSFER,7829.93,C1406848276,40979.88,33149.95,M349259569,24226.39,32056.32,0,0
8073,TRANSFER,7054.57,C110028748,33948.86,26894.29,M43589566,10278.04,17332.61,0,0
8074,TRANSFER,4230.14,C346497444,19666.03,15435.89,C1210180003,8332.52,12562.66,0,0
8075,TRANSFER,2096.32,C1900198933,6539.89,4443.57,M921885174,3804.42,5900.74,0,0
8076,TRANSFER,11165.36,C1476341578,46044.26,34878.9,C492997256,10498.14,21663.5,0,0
8077,TRANSFER,3658.7,C1306584900,20428.21,16769.51,C1685697739,14714.76,18373.46,0,0
8078,TRANSFER,14606.47,C1685051113,41332.86,26726.39,C449587089,16673.88,31280.35,0,0
8079,TRANSFER,6690.04,C1277587034,17351.74,10661.7,C1994035663,28241.91,34931.95,0,0
8080,TRANSFER,3161.29,C1943855334,42653.08,39491.79,M94919826,7512.95,10674.24,0,0
8081,TRANSFER,16760.49,C1118430673,43750.76,26990.27,C339924917,3991.37,20751.86,0,0
8082,TRANSFER,12716.61,C1872047468,9690.6,-3026.01,C116289363,5415.03,18131.64,0,0
8083,TRANSFER,12459.85,C109908209,17256.77,4796.92,C1915307283,5913.31,18373.16,0,0
8084,TRANSFER,6846.94,C973936431,24639.42,17792.48,C1335050193,16879.84,23726.78,0,0
8085,TRANSFER,12239.26,C1005063886,10974.43,-1264.83,C1937962514,28199.81,40439.07,0,0
8086,TRANSFER,12542.32,C1697823890,25985.68,13443.36,M1151087827,21173.59,33715.91,0,0
8087,TRANSFER,12668.96,C1824113474,22233.41,9564.45,M1008621804,19090.84,31759.8,0,0
8088,TRANSFER,10667.35,C1574873161,49371.35,38704,M1591916281,24967.2,35634.55,0,0
8089,TRANSFER,5212.61,C103594516,29801.12,24588.51,M1163851216,15176.06,20388.67,0,0
8090,TRANSFER,6481.09,C474195818,36515,30033.91,M1424036192,18275.98,24757.07,0,0
8091,TRANSFER,1368,C764826684,34697.26,33329.26,M1940055334,29566.25,30934.25,0,0
8092,TRANSFER,3178.64,C1233595751,40599.75,37421.11,C757108857,29677.41,32856.05,0,0
8093,TRANSFER,17269.73,C1077507685,32710.57,15440.84,C845384183,27609.47,44879.2,0,0
8094,TRANSFER,12854.11,C1470868839,43079.9,30225.79,M1426725223,12469.85,25323.96,0,0
8095,TRANSFER,19445.88,C1773184002,23224.97,3779.09,C1234979787,22255.52,41701.4,0,0
